,matnr,zzprncode,zzibrnd,mtart,matkl,TherapeuticClass,PrincipalName,mstae,mstde,mstav,mstdv,zzdwrx,spart,vtweg,dwerk,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,tragr,vmsta,vmstd,MaterialSalesOrganisation,prodh,mtpos,OldMaterialCode,GovernmentMaterialCode,taxClassification,Description,Language,DefaultMaterialDescription,DefaultMaterialLanguage,unitOfMeasurement,itemRegistrationNumber,GenericMaterialName,WarehouseStorageCondition,aland,taxm1,taxm2,taxm3,taxm4,taxm5,taxm6,taxm7,taxm8,taxm9,taxim,tatyp,vtext,idnlf,prat1,prat2,prat3,prat4,prat5,prat6,prat7,prat8,prat9,zzibrnd_new,TherapeuticClass_new,PrincipalName_new,soup
2778,23065208,101377.0,TDF CLAY MINT MASK,ZF03,ZCS,"Emollients, protectives",STRATA WIDE (M) SDN BHD  (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2PR,,ZP01,,0,2001,101377TDF001010002,NORM,259106,,,TDF CLAY MINT MASK4oz/120GM,E,TDF CLAY MINT MASK4oz/120GM,E,EA,NOT110902316K,TDF CLAY MINT MASK            4oz/120GM,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TDF CLAY MINT MASK'],"['Emollients', 'protectives']",['STRATA WIDE (M) SDN BHD  (PCL'],tdf clay mint mask emollients protectivesstrata wide (m) sdn bhd  (pcl tdf clay mint mask4oz/120gm
2779,23065217,101377.0,TDF ULTRA LIGHT HYDR,ZF03,ZCS,"Emollients, protectives",STRATA WIDE (M) SDN BHD  (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2PR,,ZP01,,0,2001,101377TDF001004003,NORM,259132,,,TDF ULTRA LIGHT HYDRATOR1.75oz/50GM,E,TDF ULTRA LIGHT HYDRATOR1.75oz/50GM,E,EA,NOT110902308K,TDF ULTRA LIGHT HYDRATOR 1.75oz/50GM,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TDF ULTRA LIGHT HYDR'],"['Emollients', 'protectives']",['STRATA WIDE (M) SDN BHD  (PCL'],tdf ultra light hydr emollients protectivesstrata wide (m) sdn bhd  (pcl tdf ultra light hydrator1.75oz/50gm
2780,23056011,101289.0,TANGY ORANGE C 500MG,ZF03,ZCH,Plain vitamin C (including vit. C salts),NUVANTA SDN BHD c/o CAMBERT,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101289VNAT01001002,NORM,099NFVIT0216,,,TANGY ORANGE C 500MG90'SB1F1,E,TANGY ORANGE C 500MG90'SB1F1,E,EA,MAL19973751X,TANGY ORANGE C 500MG 90'S B1F1,AC,MY,0.0,,,,,,,,,,MWST,Product : No Tax,,,,,,,,,,,['TANGY ORANGE C 500MG'],['Plain vitamin C (including vit. C salts)'],['NUVANTA SDN BHD c/o CAMBERT'],tangy orange c 500mg plain vitamin c (including vit. c salts)nuvanta sdn bhd c/o cambert tangy orange c 500mg90'sb1f1
2781,21037739,101223.0,TECNIS TORIC 1-PIECE,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101223000IOL006001,NORM,009ZCT3000190,,,TECNIS TORIC 1-PIECECYL3.0019.0,E,TECNIS TORIC 1-PIECECYL3.0019.0,E,EA,NOT REQUIRED,TECNIS TORIC 1-PIECE CYL3.00 19.0,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS TORIC 1-PIECE'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis toric 1-piece cataract and anticataractogenic preps.abbott medical optics tecnis toric 1-piececyl3.0019.0
2782,21037788,101223.0,TECNIS TORIC 1-PIECE,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101223000IOL006001,NORM,009ZCT4000140,,,TECNIS TORIC 1-PIECECYL4.0014.0,E,TECNIS TORIC 1-PIECECYL4.0014.0,E,EA,NOT REQUIRED,TECNIS TORIC 1-PIECE CYL4.00 14.0,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS TORIC 1-PIECE'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis toric 1-piece cataract and anticataractogenic preps.abbott medical optics tecnis toric 1-piececyl4.0014.0
2783,23056972,101293.0,SKIN CLEAR,ZF03,ZCH,Tonics,CAMBERT (M) SDN BHD  (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,KRL,,ZNC,2GD,,ZP01,,0,2001,101293VKOR01003007,NORM,119KRLVIT1808,,,SKIN CLEARTABS50'S,E,SKIN CLEARTABS50'S,E,EA,MAL20034803T,SKIN CLEAR          TABS         50'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SKIN CLEAR'],['Tonics'],['CAMBERT (M) SDN BHD  (PCL a/c)'],skin clear tonicscambert (m) sdn bhd  (pcl a/c) skin cleartabs50's
2784,21046431,101380.0,SK Q10 RECHARGE,ZF01,ZPC,All other non-therapeutic products,HENKEL (MALAYSIA) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101380HEN002001001,NORM,2641846134,,,SK Q10 RECHARGESHAMPOO 80MLT/PACK,E,SK Q10 RECHARGESHAMPOO 80MLT/PACK,E,EA,NOT120202142K,SK Q10 RECHARGE      SHAMPO O 80ML T/P,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SK Q10 RECHARGE'],['All other non-therapeutic products'],['HENKEL (MALAYSIA) SDN BHD'],sk q10 recharge all other non-therapeutic productshenkel (malaysia) sdn bhd sk q10 rechargeshampoo 80mlt/pack
2785,21046334,101380.0,SK EC ANTI-DANDRUFF,ZF01,ZPC,All other non-therapeutic products,HENKEL (MALAYSIA) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101380HEN002001001,NORM,2641650727,,,SK EC ANTI-DANDRUFFREPAIRSHAMPOO 350ML,E,SK EC ANTI-DANDRUFFREPAIRSHAMPOO 350ML,E,EA,NOT120202149K,SK EC ANTI-DANDRUFF REPAIR SHAMPOO 350ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SK EC ANTI-DANDRUFF'],['All other non-therapeutic products'],['HENKEL (MALAYSIA) SDN BHD'],sk ec anti-dandruff all other non-therapeutic productshenkel (malaysia) sdn bhd sk ec anti-dandruffrepairshampoo 350ml
2786,23058906,101326.0,SOLARAY COQ10 EXTRA,ZF03,ZCH,Tonics,GROWAY(M) SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101326SOLARAVITAOD,NORM,176SL91085,,,SOLARAY COQ10 EXTRA30% TPSPECIAL PRI,E,SOLARAY COQ10 EXTRA30% TPSPECIAL PRI,E,EA,MAL20013146X,SOLARAY COQ10 EXTRA 30% TP SPECIAL PRI,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SOLARAY COQ10 EXTRA'],['Tonics'],['GROWAY(M) SDN BHD (PCL a/c)'],solaray coq10 extra tonicsgroway(m) sdn bhd (pcl a/c) solaray coq10 extra30% tpspecial pri
2787,23058918,101326.0,SOLARAY SLIPPERY ELM,ZF03,ZCH,All other tonics,GROWAY(M) SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101326SOLARAHESDIG,NORM,176SL95022,,,SOLARAY SLIPPERY ELMBARKTP BB2X100'S,E,SOLARAY SLIPPERY ELMBARKTP BB2X100'S,E,EA,MAL19984144T,SOLARAY SLIPPERY ELM BARK TP BB  2X100'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SOLARAY SLIPPERY ELM'],['All other tonics'],['GROWAY(M) SDN BHD (PCL a/c)'],solaray slippery elm all other tonicsgroway(m) sdn bhd (pcl a/c) solaray slippery elmbarktp bb2x100's
2788,21042037,101339.0,195 PANAFLEX PATCH (,ZF01,ZPE,Topical antirheumatics,GLAXOSMITHKLINE CONSUMER,LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2PH,,ZP01,,0,2001,101339THERAPPAFPAT,NORM,195237414,,,195 PANAFLEX PATCH (TWIN PACK)2PCSx2,E,195 PANAFLEX PATCH (TWIN PACK)2PCSx2,E,EA,MAL09032037X,195 PANAFLEX PATCH (TWIN PACK) 2PCS X 2,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['195 PANAFLEX PATCH ('],['Topical antirheumatics'],['GLAXOSMITHKLINE CONSUMER'],195 panaflex patch ( topical antirheumaticsglaxosmithkline consumer 195 panaflex patch (twin pack)2pcsx2
2789,21041888,101339.0,195 AQUAFRESH CLEAN&,ZF01,ZOT,All other non-therapeutic products,GLAXOSMITHKLINE CONSUMER,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2PH,,ZP01,,0,2001,10133900ORALAQUAQU,NORM,195231733,,,195 AQUAFRESH CLEAN&CONTROL B2F1-SOFT,E,195 AQUAFRESH CLEAN&CONTROL B2F1-SOFT,E,EA,NOT REQUIRED,195 AQUAFRESH CLEAN & CONTROL B2F1 -SOFT,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,ONEPLUS4,,,,,,,,,,['195 AQUAFRESH CLEAN&'],['All other non-therapeutic products'],['GLAXOSMITHKLINE CONSUMER'],195 aquafresh clean& all other non-therapeutic productsglaxosmithkline consumer 195 aquafresh clean&control b2f1-soft
2790,21223195,104272.0,(M) HEALON 5 PRO 0.6,ZF01,ZMD,Sensory Organs,AMO IRELAND,LR,20221227,LR,20221227,Y,30,10,2010,,,ZCC,2GD,,ZP04,,0,2001,1042720000PI001001,NORM,910280015,,,(M) HEALON 5 PRO 0.6 ML ASIA NEUTRAL,E,(M) HEALON 5 PRO 0.6 ML ASIA NEUTRAL,E,EA,GC53855296417,(M) HEALON 5 PRO 0.6 ML ASIA NEUTRAL,CO,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,10280015,,,,,,,,,,['(M) HEALON 5 PRO 0.6'],['Sensory Organs'],['AMO IRELAND'],(m) healon 5 pro 0.6 sensory organsamo ireland (m) healon 5 pro 0.6 ml asia neutral
2791,23047075,101236.0,*METKLINE 850MG 90'S,ZF03,ZPE,"Biguanide Antidiabetics, Plain",GLAXOSMITHKLINE PHARMACEUTICAL_,LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2SD,,ZP01,Z7,20140620,2001,101236CARDIOMETMET,NORM,02182085,,,*METKLINE 850MG 90'S,E,*METKLINE 850MG 90'S,E,EA,MAL10110019AC,*METKLINE 850MG 90'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,"['', ""METKLINE 850MG 90'S""]","['Biguanide Antidiabetics', 'Plain']",['GLAXOSMITHKLINE PHARMACEUTICAL_'],*metkline 850mg 90's biguanide antidiabetics plainglaxosmithkline pharmaceutical_ *metkline 850mg 90's
2792,21041209,101229.0,*PH5.5 2N1 B/W MOIST,ZF01,ZPC,"Emollients, protectives",JOHNSON & JOHNSON SDN BHD (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101229XSKI01001001,NORM,152800141303,,,*PH5.5 2N1 B/W MOIST750ML+250ML,E,*PH5.5 2N1 B/W MOIST750ML+250ML,E,EA,NOT REQUIRED,*PH5.5 2IN1 B/W MOIST 750ML+250ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,9556006013205,,,,,,,,,,"['', 'PH5.5 2N1 B/W MOIST']","['Emollients', 'protectives']","['JOHNSON ', 'JOHNSON SDN BHD (PCL']",*ph5.5 2n1 b/w moist emollients protectivesjohnson  johnson sdn bhd (pcl *ph5.5 2n1 b/w moist750ml+250ml
2793,21040726,101229.0,*STAYFREE SLIM NON-W,ZF01,ZPC,All other non-therapeutic products,JOHNSON & JOHNSON SDN BHD (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101229QSAN01003003,NORM,1513711335,,,*STAYFREE SLIM NON-WING20'S,E,*STAYFREE SLIM NON-WING20'S,E,EA,NOT REQUIRED,*STAYFREE SLIM NON-WING 20'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,8850007371670,,,,,,,,,,"['', 'STAYFREE SLIM NON-W']",['All other non-therapeutic products'],"['JOHNSON ', 'JOHNSON SDN BHD (PCL']",*stayfree slim non-w all other non-therapeutic productsjohnson  johnson sdn bhd (pcl *stayfree slim non-wing20's
2794,21039041,101254.0,DETTOL S/GEL 550ML,ZF01,ZPC,Antiseptics and disinfectants,RECKITT BENCKISER (MALAYSIA),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101254RB0001006DSF,NORM,0420278332,,,DETTOL S/GEL 550MLPOUCHTP FRESH,E,DETTOL S/GEL 550MLPOUCHTP FRESH,E,EA,NOT110502156K,DETTOL S/GEL 550ML POUCH TP FRESH,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['DETTOL S/GEL 550ML'],['Antiseptics and disinfectants'],['RECKITT BENCKISER (MALAYSIA)'],dettol s/gel 550ml antiseptics and disinfectantsreckitt benckiser (malaysia) dettol s/gel 550mlpouchtp fresh
2795,23063760,101363.0,DERMACEUTIC MILK PEE,ZF03,ZCS,"Emollients, protectives",PARVUS SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101363000SKI004003,NORM,225MIPMILKPEEAC,,,DERMACEUTIC MILK PEEL 60ML,E,DERMACEUTIC MILK PEEL 60ML,E,EA,NOT101104129K,DERMACEUTIC MILK PEEL 60ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['DERMACEUTIC MILK PEE'],"['Emollients', 'protectives']",['PARVUS SDN BHD'],dermaceutic milk pee emollients protectivesparvus sdn bhd dermaceutic milk peel 60ml
2796,21038271,101246.0,DEXTROSE 4% & NaCl,ZF01,ZPE,Sodium chloride soln w/ carbohydrates,BAXTER HEALTHCARE -M,LR,20230210,LR,20230210,Y,10,10,2010,,,ZNC,2GD,,ZP01,,0,2001,1012460000IVDEXDEX,NORM,034AHB1253,,,DEXTROSE 4% & NaCl0.18%500ML18PK/CS,E,DEXTROSE 4% & NaCl0.18%500ML18PK/CS,E,EA,MAL19912738X,DEXTROSE 4% & NaCl 0.18% 500ML 18PK/CS,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,21038271-AAAA,,,,,,,,,,"['DEXTROSE 4% ', 'NaCl']",['Sodium chloride soln w/ carbohydrates'],['BAXTER HEALTHCARE -M'],dextrose 4% & nacl sodium chloride soln w/ carbohydratesbaxter healthcare -m dextrose 4% & nacl0.18%500ml18pk/cs
2797,21041691,101328.0,CETAPHIL RESTORADERM,ZF01,ZCS,"Emollients, protectives",GALDERMA (S) PTE LTD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2SI,,ZP01,,0,2001,101328SKINCASKISKI,NORM,178050797,,,CETAPHIL RESTORADERMBODYWASH 10OZ,E,CETAPHIL RESTORADERMBODYWASH 10OZ,E,EA,NOT120303948K,CETAPHIL RESTORADERM BODY WASH 10OZ,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['CETAPHIL RESTORADERM'],"['Emollients', 'protectives']",['GALDERMA (S) PTE LTD (PCL a/c)'],cetaphil restoraderm emollients protectivesgalderma (s) pte ltd (pcl a/c) cetaphil restoradermbodywash 10oz
2798,23047801,101256.0,CLEAR COMPLEXION WHI,ZF03,ZPC,"Emollients, protectives",EMBUN ELIT SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101256WSKI01023001,NORM,046823139,,,CLEAR COMPLEXION WHITENINGF/WASH75ML,E,CLEAR COMPLEXION WHITENINGF/WASH75ML,E,EA,NOT120904645K,CLEAR COMPLEXION WHITENING F/WASH 75ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['CLEAR COMPLEXION WHI'],"['Emollients', 'protectives']",['EMBUN ELIT SDN BHD (PCL a/c)'],clear complexion whi emollients protectivesembun elit sdn bhd (pcl a/c) clear complexion whiteningf/wash75ml
2799,23071418,101242.0,HADA LABO MILD PEELI,ZF03,ZCS,All other non-therapeutic products,ROHTO-MENTHOLATUM (M) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,Z7,20150901,2001,101242HALA01001003,NORM,29692,,,HADA LABO MILD PEELING LOTION170ML,E,HADA LABO MILD PEELING LOTION170ML,E,EA,NOT130803471K,HADA LABO MILD PEELING LOTION    170ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['HADA LABO MILD PEELI'],['All other non-therapeutic products'],['ROHTO-MENTHOLATUM (M) SDN BHD'],hada labo mild peeli all other non-therapeutic productsrohto-mentholatum (m) sdn bhd hada labo mild peeling lotion170ml
2800,21039675,101254.0,DUREX EXTRA SAFE (CO,ZF01,ZPE,All other non-therapeutic products,RECKITT BENCKISER (MALAYSIA),LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2GD,,ZP01,Z7,20150423,2001,101254000SSLDUR004,NORM,0428068457,,,DUREX EXTRA SAFE (COMPASS)12'S,E,DUREX EXTRA SAFE (COMPASS)12'S,E,EA,NOT REQUIRED,DUREX EXTRA SAFE (COMPASS) 12'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['DUREX EXTRA SAFE (CO'],['All other non-therapeutic products'],['RECKITT BENCKISER (MALAYSIA)'],durex extra safe (co all other non-therapeutic productsreckitt benckiser (malaysia) durex extra safe (compass)12's
2801,23072132,101255.0,E VITA 400 IU,ZF03,ZCH,"Vitamin E, plain",SWISS BIO PHARMA SDN BHD  (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101255AVIE01004002,NORM,45528,,,E VITA 400 IU120'S+30S X2,E,E VITA 400 IU120'S+30S X2,E,EA,MAL19963166XC,E VITA 400 IU 120+30S X2,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['E VITA 400 IU'],"['Vitamin E', 'plain']",['SWISS BIO PHARMA SDN BHD  (PCL'],e vita 400 iu vitamin e plainswiss bio pharma sdn bhd  (pcl e vita 400 iu120's+30s x2
2802,23056660,101293.0,C TIME ACID FREE C10,ZF03,ZCH,Plain vitamin C (including vit. C salts),CAMBERT (M) SDN BHD  (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,Z7,20140619,2001,101293VKOR01001003,NORM,119KRLVIT0225,,,C TIME ACID FREE C1000MG 150S+30S(BTOB),E,C TIME ACID FREE C1000MG 150S+30S(BTOB),E,EA,MAL20034390XC,C TIME ACID FREE C1000MG 150S+30S (BTOB),AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['C TIME ACID FREE C10'],['Plain vitamin C (including vit. C salts)'],['CAMBERT (M) SDN BHD  (PCL a/c)'],c time acid free c10 plain vitamin c (including vit. c salts)cambert (m) sdn bhd  (pcl a/c) c time acid free c1000mg 150s+30s(btob)
2803,23047571,101256.0,BOTANIQUE REJUVENATI,ZF03,ZPC,All other non-therapeutic products,EMBUN ELIT SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101256WORG01001002,NORM,046200172,,,BOTANIQUE REJUVENATING SHAMPOO350ML,E,BOTANIQUE REJUVENATING SHAMPOO350ML,E,EA,NOT130302280K,BOTANIQUE REJUVENATING SHAMPOO   350ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['BOTANIQUE REJUVENATI'],['All other non-therapeutic products'],['EMBUN ELIT SDN BHD (PCL a/c)'],botanique rejuvenati all other non-therapeutic productsembun elit sdn bhd (pcl a/c) botanique rejuvenating shampoo350ml
2804,21046938,101257.0,CALTRATE 600 VIT D,ZF01,ZCH,Calcium products,PFIZER (M) SDN BHD,LR,20250324,LR,20250324,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101257ACAL01002001,NORM,128F000006653,,,CALTRATE 600 VIT DTAB100'S,E,CALTRATE 600 VIT DTAB100'S,E,EA,MAL20032382XC,CALTRATE 600 VIT D TAB          100'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,F000006653,,,,,,,,,,['CALTRATE 600 VIT D'],['Calcium products'],['PFIZER (M) SDN BHD'],caltrate 600 vit d calcium productspfizer (m) sdn bhd caltrate 600 vit dtab100's
2805,23064658,101369.0,CANESTEN CREAM 1% 10,ZF03,ZPE,Topical dermatological antifungals,BAYER CO (MALAYSIA) SDN BHD,LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101369000003004001,NORM,251C0000037,,,CANESTEN CREAM 1% 10G TRIAL PACK,E,CANESTEN CREAM 1% 10G TRIAL PACK,E,EA,MAL07122774XC,CANESTEN CREAM 1% 10G TRIAL PACK,AC,MY,0.0,,,,,,,,,,MWST,Product : No Tax,,,,,,,,,,,['CANESTEN CREAM 1% 10'],['Topical dermatological antifungals'],['BAYER CO (MALAYSIA) SDN BHD'],canesten cream 1% 10 topical dermatological antifungalsbayer co (malaysia) sdn bhd canesten cream 1% 10g trial pack
2806,21041600,101328.0,BENZAC AC GEL,ZF01,ZPE,Topical anti-acne preparations,GALDERMA (S) PTE LTD (PCL a/c),LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2GD,,ZP01,,0,2001,10132800ACNEACNACN,NORM,178020407,,,BENZAC AC GEL5%60GM,E,BENZAC AC GEL5%60GM,E,EA,MAL19984074X,BENZAC AC GEL             5%     60GM,AC,MY,0.0,,,,,,,,,,MWST,Product : No Tax,,,,,,,,,,,['BENZAC AC GEL'],['Topical anti-acne preparations'],['GALDERMA (S) PTE LTD (PCL a/c)'],benzac ac gel topical anti-acne preparationsgalderma (s) pte ltd (pcl a/c) benzac ac gel5%60gm
2807,21046091,101361.0,AVANCE FOAM DRESSING,ZF01,ZMC,All other wound healing agents,MOLNLYCKE HEALTHCARE,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101361000AWC017001,NORM,223662150,,,AVANCE FOAM DRESSINGKIT (S) 8X10X3CM 1'S,E,AVANCE FOAM DRESSINGKIT (S) 8X10X3CM 1'S,E,EA,NOT REQUIRED,AVANCE FOAM DRESSING KIT(S) 8X10X3CM 1'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['AVANCE FOAM DRESSING'],['All other wound healing agents'],['MOLNLYCKE HEALTHCARE'],avance foam dressing all other wound healing agentsmolnlycke healthcare avance foam dressingkit (s) 8x10x3cm 1's
2808,21041973,101339.0,195 PANADOL REG (NP),ZF01,ZPE,Non-narcotics and anti-pyretics,GLAXOSMITHKLINE CONSUMER,LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101339ANALGEPANPAN,NORM,195240735,,,195 PANADOL REG (NP)CAPS 500MG 150'S,E,195 PANADOL REG (NP)CAPS 500MG 150'S,E,EA,MAL19950080X,195 PANADOL REG (NP)CAPS 500MG 150'S,AC,MY,0.0,,,,,,,,,,MWST,Product : No Tax,240735,,,,,,,,,,['195 PANADOL REG (NP)'],['Non-narcotics and anti-pyretics'],['GLAXOSMITHKLINE CONSUMER'],195 panadol reg (np) non-narcotics and anti-pyreticsglaxosmithkline consumer 195 panadol reg (np)caps 500mg 150's
2809,23348928,101219.0,(Z) ZELBORAF TAB FC,ZF03,ZPE,Other Immunosuppressants,ROCHE (MALAYSIA) SDN BHD,LR,20231130,LR,20231130,Y,10,10,2010,,,ZHP,2SD,,ZP05,,0,2001,101219PSC000RX0PHA,NORM,37210196034,,,(Z) ZELBORAF TAB FC 240MG 56 MY,E,(Z) ZELBORAF TAB FC 240MG 56 MY,E,EA,MAL13115198ACRZ,,AC,MY,0.0,,,,,,,,,,MWST,Product : No Tax,10196034,,,,,,,,,,['(Z) ZELBORAF TAB FC'],['Other Immunosuppressants'],['ROCHE (MALAYSIA) SDN BHD'],(z) zelboraf tab fc other immunosuppressantsroche (malaysia) sdn bhd (z) zelboraf tab fc 240mg 56 my
2810,21223018,104451.0,(Z)LIPITOR80MG SMT,ZF01,ZPE,Statins (HMG-CoA reductase inhibitors),PF OFG SDN BHD.,LR,20250131,LR,20250131,Y,10,10,2010,,,ZHP,2SD,,ZP05,,0,2001,104451SELE01003001,NORM,128F000782587,,,(Z) LIPITOR 80MG SMT 3X10 BLS MY,E,(Z) LIPITOR 80MG SMT 3X10 BLS MY,E,EA,MAL20040226ARZ,ATORVASTATIN CALCIUM,AC,MY,0.0,,,,,,,,,,MWST,Product : No Tax,F000782587,,,,,,,,,,['(Z)LIPITOR80MG SMT'],['Statins (HMG-CoA reductase inhibitors)'],['PF OFG SDN BHD.'],(z)lipitor80mg smt statins (hmg-coa reductase inhibitors)pf ofg sdn bhd. (z) lipitor 80mg smt 3x10 bls my
2811,21047109,101276.0,DIFFLAM MINT 3MG,ZF01,ZPE,Throat preparations,INOVA PHARMACEUTICALS (S) PTE,LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2SD,,ZP01,Z7,20150512,2001,101276005130001002,NORM,72070,,,DIFFLAM MINT 3MGLOZ SugarFree16'S,E,DIFFLAM MINT 3MGLOZ SugarFree16'S,E,EA,MAL19990570ACR,BENZYDAMINE HCI,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['DIFFLAM MINT 3MG'],['Throat preparations'],['INOVA PHARMACEUTICALS (S) PTE'],difflam mint 3mg throat preparationsinova pharmaceuticals (s) pte difflam mint 3mgloz sugarfree16's
2812,23070870,101241.0,TOPAMAX BLISTER,ZF03,ZPE,Anti-epileptics,JANSSEN PHARMACEUTICA,LR,20251117,LR,20251117,Y,10,10,2010,,,ZNC,2SD,,ZP01,,0,2001,101241CCPV01001003,NORM,28073,,,TOPAMAX BLISTERTABS25MG60'S,E,TOPAMAX BLISTERTABS25MG60'S,E,EA,MAL20013558A,TOPIRAMATE,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,MY141015TG,,,,,,,,,,['TOPAMAX BLISTER'],['Anti-epileptics'],['JANSSEN PHARMACEUTICA'],topamax blister anti-epilepticsjanssen pharmaceutica topamax blistertabs25mg60's
2813,23344132,101226.0,Vario Case for,ZF03,ZPE,Promotional items,JOHNSON & JOHNSON SDN BHD (PCL,LR,99901231,LR,29991231,Y,0,10,2014,,,,,,ZP01,,0,2001,101226,NORM,KT64175445545,,,Vario Case for SynMesh V2,E,Vario Case for SynMesh V2,E,EA,,Generic MDD Case V2,AC,MY,0.0,,,,,,,,,,MWST,Product : No Tax,,,,,,,,,,,['Vario Case for'],['Promotional items'],"['JOHNSON ', 'JOHNSON SDN BHD (PCL']",vario case for promotional itemsjohnson  johnson sdn bhd (pcl vario case for synmesh v2
