"customersoldto","customershipto","salesorg","salesrepid","salesreptype","principalnumber","countrycode","csteam","principalgroup","principalsalesrep","soldtoincluded"
"0030070570","0070090977","2001","mymrni-vienang","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vienang","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vienang","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vienang","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vivienkho","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-vweechin","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wctung","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wendyliew","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wenniek","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-williamteh","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wlyeap","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wsyee","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wxyow","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-wynteech","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xinyulim","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xplim","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-xyteh","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yeyong","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-ypchong","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yuhanlim","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000100164","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000100168","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000100177","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000100186","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000100238","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000101027","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000101495","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000101519","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000102356","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymrni-yvonnesay","external","0000102357","MY","","","ALLREP",True
"0030070570","0070090977","2001","mymsd-adelinjj","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-ailenglee","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-alanwong","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-alanyeo","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","ONCOA00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-amaralum","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-amycheah","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-andrewlee1","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-cchenglim","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-ceciliachong","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-ceciliayll","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-charlenelee","external","0000100120","MY","","","ONCOA00",True
"0030070570","0070090977","2001","mymsd-cheekitc","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-chinhooing","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-chloeyap","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-chongshiiong","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-choonkitchan","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-choonweeg","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-christinesim","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-chunliewyeow","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-clarissasyt","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-cynthiang","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-darylhlc","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-delvanwee","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-desmondlim","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-elizatan","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-ellytai","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-engloonlim","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-fatheenean","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-gabriellac","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-gracellt","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-hashvinimv","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-hauyuansong","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-hocksenggoh","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-huienkuan","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-huikeowlin","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-irenegoh","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-jamiezql","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-janiceyeeml","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-janiceyyt","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-jasontys","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-jaynechw","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-jingwenchia","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-jinnywjn","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-jitkenttan","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-juinteinghoo","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-julietongsl","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-justinyeap","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-kaihuichong","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-karyingsiow","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-kathrynyeoh","external","0000100120","MY","","","ONCOA00",True
"0030070570","0070090977","2001","mymsd-kayewong","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-kelvinloo","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-leechenlau","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-leenagoh","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-leongmengs","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-lihuaphang","external","0000100120","MY","","","ONCOA00",True
"0030070570","0070090977","2001","mymsd-liyinheah","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-lyrayiting","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-lyviertan","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-meitezchang","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-meizhikhoo","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-melvinchan","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-melvintham","external","0000100120","MY","","","ONCOA00",True
"0030070570","0070090977","2001","mymsd-michelleho","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-michelleteh","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-mohdzaidio","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","MYPCA00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","ONCOA00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-mursyida","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-norlailamn","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-peifernlee","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-puiyeechin","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-rebeccafln","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-renakwek","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-richielim","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-sabrinagan","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-samwc","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-shaoyanlau","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-sharonheow","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-sheneyinliau","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-siewhungmah","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-sinlonglee","external","0000100120","MY","","","ONCOA00",True
"0030070570","0070090977","2001","mymsd-stevenleong","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-szeboonthea","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-szemunyeoh","external","0000100120","MY","","","ONCOA00",True
"0030070570","0070090977","2001","mymsd-taikongfoo","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-teckshentan","external","0000100120","MY","","","HACA00",True
"0030070570","0070090977","2001","mymsd-tienmooiyang","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-tingtinglee","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-waihongphoon","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-wancheehoan","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-weesingsoh","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-weihengy","external","0000100120","MY","","","HACB00",True
"0030070570","0070090977","2001","mymsd-wenfeihau","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-xinjianang","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-yeowkiatyeo","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-yilingeng","external","0000100120","MY","","","VACCC00",True
"0030070570","0070090977","2001","mymsd-yipinglim","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-yishangan","external","0000100120","MY","","","MYPCD00",True
"0030070570","0070090977","2001","mymsd-yoonchingk","external","0000100120","MY","","","MYPCB00",True
"0030070570","0070090977","2001","mymsd-yunlingliew","external","0000100120","MY","","","MYPCC00",True
"0030070570","0070090977","2001","mymsd-yvonnecheah","external","0000100120","MY","","","VACCB00",True
"0030070570","0070090977","2001","mymsd-zelynteo","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymsd-zhiqinteo","external","0000100120","MY","","","VACCA00",True
"0030070570","0070090977","2001","mymundi-mfandeas","external","0000100212","MY","","","MF",True
"0030070570","0070090977","2001","mymundi-mfandeas","external","0000100213","MY","","","MF_BET",True
"0030070570","0070090977","2001","mynrdsk-aahakimk","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-aisz","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-akaz","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-auce","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-brandonlim","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-calvincyl","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-chcj","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-chcw","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-chjy","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-clog","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-cncy","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-cnyt","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-colleentay","external","0000102694","MY","","","ALLREP",True
"0030070570","0070090977","2001","mynrdsk-cwarizal","external","0000102694","MY","","","ALLREP",True
