"zzprncode","PrincipalName","matnr","Description","TherapeuticClass","zzibrnd","zzdwrx","vmsta","vmstd","mstav","mstdv","MaterialSalesOrganisation","vtweg","mtart","mvgr4","mvgr2","prodh","GovernmentMaterialCode","OldMaterialCode","DefaultMaterialDescription","vtext","unitOfMeasurement","itemRegistrationNumber","Language","taxm1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021077","ddNTP Set Sequ.Grade Liq 1umol 4'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783732738","ddNTP Set Sequ.Grade Liq 1umol 4'S/Bx","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021084","Nucleomix,25mM,Slt  100ml 1'Bx","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783991016","Nucleomix,25mM,Slt  100ml 1'Bx","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021088","LC Probe Software2.0 PC  1'BX","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784342054","LC Probe Software2.0 PC  1'BX","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021094","MagNa Pure computer   1'Bx","All other non-therapeutic products","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784466136","MagNa Pure computer   1'Bx","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021832","LC Probe Set Power 0.3nmol 1'Vial","All other non-therapeutic products","Probe Set/Assembly","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01217","LC Probe Set Power 0.3nmol 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021833","LC Probe Power 1nmole 1'Vial","All other non-therapeutic products","Probe Set/Assembly","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01218","LC Probe Power 1nmole 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021834","FL Probe Power 1nmole 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01219","FL Probe Power 1nmole 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021835","LC Probe Power 3nmole 1'Vial","All other non-therapeutic products","Probe Set/Assembly","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01220","LC Probe Power 3nmole 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021836","FL Probe Power 3nmole 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01221","FL Probe Power 3nmole 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021837","Primer(<30mer) Power 5nmole 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01226","Primer(<30mer) Power 5nmole 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021841","TaqMan Probe Power 10 OD 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01493","TaqMan Probe Power 10 OD 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021842","Primer 35mer Powder 30OD 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01541","Primer 35mer Powder 30OD 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021843","Primer 32mer Powder 30OD 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01563","Primer 32mer Powder 30OD 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021849","HEX TaqMan Probe Powder 1OD 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR01941","HEX TaqMan Probe Powder 1OD 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021850","iLC Probe Vial 3nmol 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR02015","iLC Probe Vial 3nmol 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021852","TaqMan Probe(Class.) Power 10 OD 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786LR02044","TaqMan Probe(Class.) Power 10 OD 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023020941","TGO DNA Polymerase Rxn50","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783186172","TGO DNA Polymerase Rxn50","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023020942","TGO DNA Polymerase Rxn250","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783186199","TGO DNA Polymerase Rxn250","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023020943","TGO DNA Polymerase Rxn100","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783186202","TGO DNA Polymerase Rxn100","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023020946","Reverse Transcri.AMV Liq 2ku 1'S/BX","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783203166","Reverse Transcri.AMV Liq 2ku 1'S/BX","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023020957","Li.Cy-h-G6PDH HK Ge. Powder  1'Set","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783261883","Li.Cy-h-G6PDH HK Ge. Powder  1'Set","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023020981","Expand HF Plus PCR Liq 250U 1'S","All other diagnostic tests","Expand System/dNTPac","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","7833002341S","Expand HF Plus PCR Liq 250U 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023020991","Water,PCR Grade Liq 100ml 1'S","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783315843","Water,PCR Grade Liq 100ml 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023020998","Terminal Transferase Liq 8000U 1'S","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783333566","Terminal Transferase Liq 8000U 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023020999","Terminal Transferase Liq 24000U 1'S","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783333574","Terminal Transferase Liq 24000U 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021000","S.T.A.R. Buffer Liq 300ml 1'S","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783335208","S.T.A.R. Buffer Liq 300ml 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021001","Protec.Rnase Inhibi. Liq 2000U 1'S/Bx","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783335399","Protec.Rnase Inhibi. Liq 2000U 1'S/Bx","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021013","5'/3'Race,2nd Gener. Liq  1'Kit","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783353621","5'/3'Race,2nd Gener. Liq  1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021016","LC Salmonel.Det.1Kit Liq  1'Kit","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783357449","LC Salmonel.Det.1Kit Liq  1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021025","Proteinase K Powder 1g 1'Vial","All other diagnostic tests","Reagents/Reagent Ass","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783450350","Proteinase K Powder 1g 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021035","Transcriptor RT Liq 500U 2'S","All other diagnostic tests","Transcriptor Kit","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","7835312871S","Transcriptor RT Liq 500U 2'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021037","Transcriptor RT Liq 250U 1'S","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783531317","Transcriptor RT Liq 250U 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021044","FastStart HF PCR Sy. Liq 250U 1'S","All other diagnostic tests","FastStart System/dNT","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","7835533611S","FastStart HF PCR Sy. Liq 250U 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021046","FastStart HF PCR Sy. Liq 125U 1'S","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","783553426","FastStart HF PCR Sy. Liq 125U 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021139","ProbeLibrarySet,huma Vial 250x50u 1'/Via","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784683633","ProbeLibrarySet,huma Vial 250x50u 1'/Via","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021140","ProbeLibrarySetMouse  250x50u 1'vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784683641","ProbeLibrarySetMouse  250x50u 1'vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021141","ProbeLibrary Set,rat Vial 250x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784683650","ProbeLibrary Set,rat Vial 250x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021142","ProbeLibrary Probe#1 Vial 500*50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784684974","ProbeLibrary Probe#1 Vial 500*50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021143","ProbeLibrary Probe#2  500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784684982","ProbeLibrary Probe#2  500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021144","ProbeLibrary Probe#3  500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685008","ProbeLibrary Probe#3  500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021145","ProbeLibraryProbe#4 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685016","ProbeLibraryProbe#4 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021146","ProbeLibrary Probe#5 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685024","ProbeLibrary Probe#5 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021147","ProbeLibrary Probe#6 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685032","ProbeLibrary Probe#6 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021148","ProbeLibrary Probe#7  500x50 1'S","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685059","ProbeLibrary Probe#7  500x50 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021149","ProbeLibrary Probe#8 Vial 500*50u 1'S","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685067","ProbeLibrary Probe#8 Vial 500*50u 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021150","ProbeLibrary Probe#9 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685075","ProbeLibrary Probe#9 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021151","ProbeLibraryProbe#10 Vial 500x50u 1'vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685091","ProbeLibraryProbe#10 Vial 500x50u 1'vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021152","ProbeLibraryProbe#11 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685105","ProbeLibraryProbe#11 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021153","ProbeLibraryProbe#12 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685113","ProbeLibraryProbe#12 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021154","ProbeLibrary Probe#1 Vail 500*50 1'S","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685121","ProbeLibrary Probe#1 Vail 500*50 1'S","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021155","ProbeLibrary Probe14  500*50u 1'Vial","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685130","ProbeLibrary Probe14  500*50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021156","ProbeLibraryProbe#15 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784685148","ProbeLibraryProbe#15 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021157","ProbeLibraryProbe#16 Vial 500x50u 1'Vial","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686896","ProbeLibraryProbe#16 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021158","ProbeLibraryProbe#17 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686900","ProbeLibraryProbe#17 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021159","ProbeLibraryProbe#18  500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686918","ProbeLibraryProbe#18  500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021160","ProbeLibraryProbe#19 Vial 500x50u 1'Vial","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686926","ProbeLibraryProbe#19 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021161","ProbeLibraryProbe#20 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686934","ProbeLibraryProbe#20 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021162","ProbeLibraryProbe#21  500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686942","ProbeLibraryProbe#21  500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021163","ProbeLibraryProbe#22 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686969","ProbeLibraryProbe#22 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021164","ProbeLibraryProbe#23  500x50u 1'Vail","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686977","ProbeLibraryProbe#23  500x50u 1'Vail","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021165","ProbeLibraryProbe#24 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686985","ProbeLibraryProbe#24 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021166","ProbeLibraryProbe#25 Vial 500x50u","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784686993","ProbeLibraryProbe#25 Vial 500x50u","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021168","ProbeLibraryProbe#26 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784687574","ProbeLibraryProbe#26 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021169","ProbeLibraryProbe#27 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784687582","ProbeLibraryProbe#27 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021170","ProbeLibraryProbe#28 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784687604","ProbeLibraryProbe#28 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021171","ProbeLibrary Probe29 Vail 200x50u 1'Vail","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784687612","ProbeLibrary Probe29 Vail 200x50u 1'Vail","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021172","ProbeLibraryProbe#30 Vial 500x50u 1'Vial","All other diagnostic tests","Probe Library/Assemb","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","784687639","ProbeLibraryProbe#30 Vial 500x50u 1'Vial","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021813","cOmpleteHis-Taq Pu.R sample  1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786614833","cOmpleteHis-Taq Pu.R sample  1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021814","GS JuniorSys.Soft.V2   1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786623450","GS JuniorSys.Soft.V2   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021815","High Pure FFPET RNA   1'Kit","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786650775","High Pure FFPET RNA   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021816","Electronic Balance   1'Set","All other diagnostic tests","FastStart System/dNT","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786690734","Electronic Balance   1'Set","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021817","GS FLX+SystemSoft2.8   1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786703496","GS FLX+SystemSoft2.8   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021818","SepCap EZ ChoiceLi.4   1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786740251","SepCap EZ ChoiceLi.4   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021819","SepCap EZ EX.+UTR 4R   1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786740294","SepCap EZ EX.+UTR 4R   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021820","SeqCap EZ Acce.Kit24   1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786776302","SeqCap EZ Acce.Kit24   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021821","SeqCap EZ HE-Oli.A96   1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786777287","SeqCap EZ HE-Oli.A96   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021822","SeqCap EZ HE-Oli.B96   1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786777317","SeqCap EZ HE-Oli.B96   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021823","cOmpleteHis-Taq Pur. Column 1x5 ml 1'Kit","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786781535","cOmpleteHis-Taq Pur. Column 1x5 ml 1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021824","cOmpleteHis-Taq Pur. Column 5x1 ml 1'Kit","All other diagnostic tests","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786781543","cOmpleteHis-Taq Pur. Column 5x1 ml 1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021825","LightMix TREC(96Rxns   1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786885446","LightMix TREC(96Rxns   1'Kit","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021826","FS Ess.DNA Prob.Mast  10*5ml","All other diagnostic tests","FastStart System/dNT","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786924492","FS Ess.DNA Prob.Mast  10*5ml","Product : Full Tax","EA","NA","E","1"
"0000100920","台灣羅氏醫療診斷設備股份有限","000000000023021827","SeqCap EZ Reagent24r   1'Kit","Non-IMS classified","Item not listed in I","Y","","00000000","","00000000","2800","10","ZF03","OTH","","1009200000NO0NO0NO","","786953212","SeqCap EZ Reagent24r   1'Kit","Product : Full Tax","EA","NA","E","1"
