"matnr","zzprncode","zzibrnd","mtart","matkl","TherapeuticClass","PrincipalName","mstae","mstde","mstav","mstdv","zzdwrx","spart","vtweg","dwerk","mvgr1","mvgr2","mvgr3","mvgr4","mvgr5","tragr","vmsta","vmstd","MaterialSalesOrganisation","prodh","mtpos","OldMaterialCode","GovernmentMaterialCode","taxClassification","Description","Language","DefaultMaterialDescription","DefaultMaterialLanguage","unitOfMeasurement","itemRegistrationNumber","GenericMaterialName","WarehouseStorageCondition","aland","taxm1","taxm2","taxm3","taxm4","taxm5","taxm6","taxm7","taxm8","taxm9","taxim","tatyp","vtext","idnlf","prat1","prat2","prat3","prat4","prat5","prat6","prat7","prat8","prat9"
"000000000021040124","0000101296","ZITHROMAX","ZF01","ZPE","Macrolides and similar types","PFIZER (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101296JBIO01004001","NORM","1280656901","","","ZITHROMAXSUSP200MG15ML","E","ZITHROMAXSUSP200MG15ML","E","EA","MAL19970271A","AZITHROMYCIN DIHYDRATE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","ABCD123","","","","","","","","",""
"000000000021223082","0000104279","(Z) HS OMEZOL LYO","ZF01","ZPE","Other stomach disorder preparations","PFIZER (M) SDN BHD","LR","20230601","LR","20230601","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","104279MISCEL004001","NORM","128F000213037","","","(Z) HS OMEZOL LYO-INJ 40MG 1'S","E","(Z) HS OMEZOL LYO-INJ 40MG 1'S","E","EA","MAL20033332ARZ","OMEPRAZOLE SODIUM","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","F000213037","","","","","","","","",""
"000000000023048594","0000101261","EXELON","ZF03","ZPE","Anti-alzheimer prods., cholines.inhibit.","NOVARTIS CORPORATION (M) SDN","LR","20250101","Z7","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101261GENMED011001","NORM","052709486","","","EXELONCAP1.5MG60'S","E","EXELONCAP1.5MG60'S","E","EA","MAL19990976A","RIVASTIGMINE HYDROGEN TARTRATE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","709486","","","","","","","","",""
"000000000021222917","0000104279","(Z) ZITHROMAX 250MG","ZF01","ZPE","Macrolides and similar types","PFIZER (M) SDN BHD","LR","20230714","LR","20230714","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","104279JBIO01004001","NORM","128F000086883","","","(Z) ZITHROMAX 250MG FCT 1x6 BLST MY","E","(Z) ZITHROMAX 250MG FCT 1x6 BLST MY","E","EA","MAL19985908ACZ","AZITHROMYCIN DIHYDRATE","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","F000086883","","","","","","","","",""
"000000000021041118","0000101229","NEUT. DC BLKHEAD ELI","ZF01","ZCS","Emollients, protectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229XNEN01003006","NORM","152620708103","","","NEUT. DC BLKHEAD ELIMINATING SCRUB 100G","E","NEUT. DC BLKHEAD ELIMINATING SCRUB 100G","E","EA","NOT090701148K","NEUT. DC BLKHEAD ELIMINATING SCRUB 100G","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","4710032510748","","","","","","","","",""
"000000000023047496","0000101256","NEEM FACE PACK 150ML","ZF03","ZPC","Emollients, protectives","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WSKI01012001","NORM","046051187","","","NEEM FACE PACK 150MLFOC FACE SCRUB 15ML","E","NEEM FACE PACK 150MLFOC FACE SCRUB 15ML","E","EA","NOT100400705K","NEEM FACE PACK 150ML FOC FACE SCRUB 15ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023071099","0000101242","OXY 5 LOTION","ZF03","ZCS","Topical anti-acne preparations","ROHTO-MENTHOLATUM (M) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","1012420OXY01011001","NORM","29134","","","OXY 5 LOTION25G","E","OXY 5 LOTION25G","E","EA","MAL19962881X","OXY 5 LOTION                     25G","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000022003984","0000101283","OPSITE DRAPES","ZF02","ZWM","All other non-therapeutic products","SMITH & NEPHEW HEALTHCARE SDN","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101283WMED01007001","NORM","83005","","","OPSITE DRAPES84X56CM BOX OF 10'S","E","OPSITE DRAPES84X56CM BOX OF 10'S","E","EA","NOT REQUIRED","OPSITE DRAPES  84X56CM BOX OF 10'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","4994","","","","","","","","",""
"000000000021039417","0000101254","ODOUR CONTROL FT & S","ZF01","ZPC","Topical dermatological antifungals","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","Z7","20150423","2001","101254000SSLODO001","NORM","04210007776","","","ODOUR CONTROL FT & SHOE POWDER1'S/BOX","E","ODOUR CONTROL FT & SHOE POWDER1'S/BOX","E","EA","NOT100767162K","ODOUR CONTROL FT & SHOE POWDER   1'S/BOX","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056907","0000101293","MILK THISTLE CAPS 12","ZF03","ZCH","All other tonics","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101293VKOR01002043","NORM","119KRLVIT1243","","","MILK THISTLE CAPS 12000MG90S+30S(B TOB)","E","MILK THISTLE CAPS 12000MG90S+30S(B TOB)","E","EA","MAL08051655TC","MILK THISTLE CAPS 12000MG 90S+303(B TO B","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021046039","0000101361","MEPILEX 15X15CM 5'S","ZF01","ZMC","All other wound healing agents","MOLNLYCKE HEALTHCARE","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101361000AWC003001","NORM","223294300","","","MEPILEX 15X15CM 5'S","E","MEPILEX 15X15CM 5'S","E","EA","NOT REQUIRED","MEPILEX 15X15CM 5'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021039006","0000101254","MUCINEX TABS 600MG","ZF01","ZPE","Expectorants","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2GD","","ZP01","LR","20250423","2001","101254RB0001014MCN","NORM","0420273784","","","MUCINEX TABS 600MG20'S","E","MUCINEX TABS 600MG20'S","E","EA","MAL10021806X","MUCINEX TABS 600MG 20'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023071147","0000101242","LIPICE COLOR GLOSS C","ZF03","ZPC","Emollients, protectives","ROHTO-MENTHOLATUM (M) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101242WLIP01005002","NORM","29185","","","LIPICE COLOR GLOSS CANDYAPPLE NEW09 7G","E","LIPICE COLOR GLOSS CANDYAPPLE NEW09 7G","E","EA","NOT REQUIRED","LIPICE COLOR GLOSS CANDYAPPLE NEW09 7G","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023071401","0000101242","LIPICE TINTED LIPBAL","ZF03","ZPC","All other non-therapeutic products","ROHTO-MENTHOLATUM (M) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101242WLIP01011001","NORM","29673","","","LIPICE TINTED LIPBALM RASPBERRY3.5GM","E","LIPICE TINTED LIPBALM RASPBERRY3.5GM","E","EA","NOT121100981K","LIPICE TINTED LIPBALM RASPBERRY  3.5GM","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021041492","0000101229","LISTERINE TOTAL CARE","ZF01","ZPC","Mouth antiseptics & anti-infectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229LISTER001008","NORM","1543301600","","","LISTERINE TOTAL CARE250ML","E","LISTERINE TOTAL CARE250ML","E","EA","NOT REQUIRED","LISTERINE TOTAL CARE             250ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","8850007812173","","","","","","","","",""
"000000000021041508","0000101229","LISTERINE TARTAR CON","ZF01","ZPC","Mouth antiseptics & anti-infectives","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229LISTER001005","NORM","154330341001","","","LISTERINE TARTAR CONTROL250ML","E","LISTERINE TARTAR CONTROL250ML","E","EA","NOT REQUIRED","LISTERINE TARTAR CONTROL         250ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","9310059050989","","","","","","","","",""
"000000000023348047","0000101337","NEOCATE LCP INFANT","ZF03","ZNT","Infant formulas","DANONE SPECIALIZED NUTRITION","LR","21000101","LR","21000101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101337DUM001001017","NORM","144561","","","NEOCATE LCP INFANT FORMULA 400G (MY)    ","E","NEOCATE LCP INFANT FORMULA 400G (MY)    ","E","EA","NOT REQUIRED","NEOCATE LCP INFANT FORMULA 400G (MY)  ","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","144561","","","","","","","","",""
"000000000023057023","0000101293","VIT C 1000MG+ZINC EF","ZF03","ZCH","Vitamin C combinations","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101293VKOR01001003","NORM","119KRLVIT2158","","","VIT C 1000MG+ZINC EFFERVESCENT4X10S(B3F1","E","VIT C 1000MG+ZINC EFFERVESCENT4X10S(B3F1","E","EA","MAL11105037NC","VIT C 1000MG+ZINC EFFERVESCENT4X10S(B3F1","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023339670","0000101219","CER ASRG 50MCG/0.3ML","ZF03","ZPE","Erythropoietin products","ROCHE (MALAYSIA) SDN BHD","LR","20240303","LR","20230303","Y","10","10","2010","","","ZCC","2SD","","ZP04","","00000000","2001","101219PSC000RX0PHA","NORM","372100890491","","","^CER ASRG 50MCG/0.3ML 1 MY","E","^CER ASRG 50MCG/0.3ML 1 MY","E","EA","MAL20081745ARZ","CER ASRG 50MCG/0.3ML 1 MY","CO","MY","1","","","","","","","","","","MWST","Product : Full Tax","10189382","","","","","","","","",""
"000000000023073187","0000101286","YASMIN(OP)","ZF03","ZPE","Monophasic preps. w/ <50mcg oestrogen","BAYER CO (M) SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","10128600BAY1BU2021","NORM","88220OP","","","YASMIN(OP)TABS3MG1X21'S","E","YASMIN(OP)TABS3MG1X21'S","E","EA","MAL20040023AR","DROSPIRENONE        TABS   3MG   1X21'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","IDLNF-23073187","","","","","","","","",""
"000000000023047244","0000101245","TRUVENO CREAM","ZF03","ZCS","All other non-therapeutic products","MEDI BOTANICS SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101245TRU001001001","NORM","033101","","","TRUVENO CREAM60G","E","TRUVENO CREAM60G","E","EA","NOT130501171K","TRUVENO CREAM                    60G","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023073173","0000101286","ULTRAVIST 300","ZF03","ZPE","Low osmolar angio-urography","BAYER CO (M) SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","10128600BAY6BU4001","NORM","88212","","","ULTRAVIST 300VIAL50ML1X10'S","E","ULTRAVIST 300VIAL50ML1X10'S","E","EA","MAL19920402X","IOPROMIDE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","82599518","","","","","","","","",""
"000000000023047468","0000101256","PROTECTING NEEM&TUME","ZF03","ZPC","All other non-therapeutic products","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WBOD01007001","NORM","046050845","","","PROTECTING NEEM&TUMERIC BW400 TP+SP 100M","E","PROTECTING NEEM&TUMERIC BW400 TP+SP 100M","E","EA","NOT130404675K","PROTECTING NEEM&TUMERIC BW400 TP+SP 100M","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021039852","0000101272","SYOSS MOISTURE INTEN","ZF01","ZPC","All other non-therapeutic products","HENKEL (M) SDN BHD - SYOSS","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101272HEN001001002","NORM","0671650839","","","SYOSS MOISTURE INTENSIVESHAMPOO400ML","E","SYOSS MOISTURE INTENSIVESHAMPOO400ML","E","EA","NOT130804473K","SYOSS MOIST INT SHP 400ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023063818","0000101363","TEOSYL COSMOCTCL ADV","ZF03","ZCS","All other non-therapeutic products","PARVUS SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101363000SKI005005","NORM","225PVSKITEOAFECAC","","","TEOSYL COSMOCTCL ADVFIL (EY/CONTOUR)15ML","E","TEOSYL COSMOCTCL ADVFIL (EY/CONTOUR)15ML","E","EA","NOT130304478K","TEOSYL COSMOCTCL ADV FIL(EY/CONTOUR)15ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023046060","0000101228","TIMOPTOL OWI","ZF03","ZPE","Miotics & antiglaucoma preps, topical","MERCK SHARP & DOHME (I.A)","LR","20250101","LR","20250101","Y","10","10","2010","","05","ZNC","2SD","","ZP01","","00000000","2001","10122800SCAIOPHTIM","NORM","01200066","","","TIMOPTOL OWISOL0.5%5ML","E","TIMOPTOL OWISOL0.5%5ML","E","EA","MAL19920192AR","TIMOPTOL OWI SOL   0.5%  5ML","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","106778","","","","","","","","",""
"000000000023047660","0000101256","TENTEX ROYAL","ZF03","ZPE","Erectile dysfunction products","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WPHA01009001","NORM","046505561","","","TENTEX ROYALCAPS10'S","E","TENTEX ROYALCAPS10'S","E","EA","MAL20033904T","TENTEX ROYAL        CAPS         10'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037514","0000101223","TECNIS ACRYL ZA9003","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","Z93","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL003002","NORM","009ZA9003185","","","TECNIS ACRYL ZA9003+18.5","E","TECNIS ACRYL ZA9003+18.5","E","EA","NOT REQUIRED","TECNIS ACRYL ZA9003 +18.5","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037860","0000101223","TECNIS ZMA 20.5D MF","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZMA","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL004004","NORM","009ZMA00205","","","TECNIS ZMA 20.5D MFACRYLI","E","TECNIS ZMA 20.5D MFACRYLI","E","EA","NOT REQUIRED","TECNIS ZMA 20.5D MF ACRYLI","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023064304","0000101237","TEEN MULTI FOR GIRLS","ZF03","ZCH","Multivitamins with minerals","BLACKMORES (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","STD","","ZNC","2GD","","ZP01","","00000000","2001","101237AMVMO1001001","NORM","23157","","","TEEN MULTI FOR GIRLSCAP60'S","E","TEEN MULTI FOR GIRLSCAP60'S","E","EA","MAL20112127X","TEEN MULTI FOR GIRLS CAP          60'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","26615","","","","","","","","",""
"000000000021210793","0000101223","TECNIS SYMFONY TORIC","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","99910101","LR","99910101","Y","30","10","2010","","","ZNC","2GD","","ZP04","","00000000","2001","101223000IOL003001","NORM","009ZXT375I280","","","TECNIS SYMFONY TORIC ERV 28.0D CYL 3.75","E","TECNIS SYMFONY TORIC ERV 28.0D CYL 3.75","E","EA","NOT REQUIRED","TECNIS SYMFONY TORIC ERV 28.0D CYL 3.75","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","ZXT375I280","","","","","","","","",""
"000000000021037683","0000101223","TECNIS TORIC 1-PIECE","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL006001","NORM","009ZCT2250205","","","TECNIS TORIC 1-PIECECYL2.2520.5","E","TECNIS TORIC 1-PIECECYL2.2520.5","E","EA","NOT REQUIRED","TECNIS TORIC 1-PIECE CYL2.25 20.5","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037794","0000101223","TECNIS TORIC 1-PIECE","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL006001","NORM","009ZCT4000170","","","TECNIS TORIC 1-PIECECYL4.0017.0","E","TECNIS TORIC 1-PIECECYL4.0017.0","E","EA","NOT REQUIRED","TECNIS TORIC 1-PIECE CYL4.00 17.0","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037928","0000101223","TECNIS MF 1PCS 6.0MM","ZF01","ZMD","Cataract and anticataractogenic preps.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","ZMB","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOLMULMF1","NORM","009ZMB00I0285","","","TECNIS MF 1PCS 6.0MM28.5D","E","TECNIS MF 1PCS 6.0MM28.5D","E","EA","NOT REQUIRED","TECNIS MF 1PCS 6.0MM28.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037105","0000101223","SENSAR IOL AR40MN","ZF01","ZMD","Cataract & anticataractogenic prep, top.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","SEN","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL003001","NORM","009AR40MN0055","","","SENSAR IOL AR40MN-5.5D","E","SENSAR IOL AR40MN-5.5D","E","EA","NOT REQUIRED","SENSAR IOL AR40MN   -5.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021037111","0000101223","SENSAR IOL AR40MN","ZF01","ZMD","Cataract & anticataractogenic prep, top.","ABBOTT MEDICAL OPTICS","LR","20250101","LR","20250101","Y","30","10","2010","SEN","","ZNC","2GD","","ZP01","","00000000","2001","101223000IOL003001","NORM","009AR40MN0085","","","SENSAR IOL AR40MN-8.5D","E","SENSAR IOL AR40MN-8.5D","E","EA","NOT REQUIRED","SENSAR IOL AR40MN   -8.5D","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056076","0000101289","SLIMACV APPLE CIDER","ZF03","ZCH","All other tonics","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289VNAT01001019","NORM","099NFVIT1805","","","SLIMACV APPLE CIDERVINEGAR CAPS90'S","E","SLIMACV APPLE CIDERVINEGAR CAPS90'S","E","EA","NOT REQUIRED","SLIMACV APPLE CIDER VINEGAR CAPS 90'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023058215","0000101318","SMOFKABIVEN P'PHERAL","ZF03","ZPE","Other nutrients","FRESENIUS KABI MALAYSIA SDN","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101318HOSSOLINF004","NORM","167831910420","","","SMOFKABIVEN P'PHERALEMULSION 1500ML 1'S","E","SMOFKABIVEN P'PHERALEMULSION 1500ML 1'S","E","EA","MAL11080004A","SMOFKABIVEN P'PHERAL EMULSION 1500ML 1'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","831910420","","","","","","","","",""
"000000000021046362","0000101380","SK EC ANTI-DANDRUFF","ZF01","ZPC","All other non-therapeutic products","HENKEL (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101380HEN002001002","NORM","2641650757","","","SK EC ANTI-DANDRUFFREPAIRCONDI80ML","E","SK EC ANTI-DANDRUFFREPAIRCONDI80ML","E","EA","NOT120202150K","SK EC ANTI-DANDRUFF REPAIR CONDI  80ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021041407","0000101229","*C&C WATERY LIGHT CL","ZF01","ZCS","Topical anti-acne preparations","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229CLEAN1003001","NORM","153351811501","","","*C&C WATERY LIGHT CLNS 100GM F LMLTN25ML","E","*C&C WATERY LIGHT CLNS 100GM F LMLTN25ML","E","EA","NOT REQUIRED","*C&C WATERY LIGHT CLNS 100GM F LMLTN25ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","9556006283387","","","","","","","","",""
"000000000021041609","0000101328","DIFFERIN GEL","ZF01","ZPE","Topical anti-acne preparations","GALDERMA (S) PTE LTD (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","10132800ACNEACNACN","NORM","178020745","","","DIFFERIN GEL.1%30GM","E","DIFFERIN GEL.1%30GM","E","EA","MAL20001212A","ADAPALENE 0.1%","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","","","","","","","","","",""
"000000000021041672","0000101328","CETAPHIL GSC 16OZ TP","ZF01","ZCS","Emollients, protectives","GALDERMA (S) PTE LTD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101328SKINCASKISKI","NORM","178050461","","","CETAPHIL GSC 16OZ TP+ PREMIUM (WATSON)","E","CETAPHIL GSC 16OZ TP+ PREMIUM (WATSON)","E","EA","NOT120303944K","CETAPHIL GSC 16OZ TP + PREMIUM (WATSON)","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056099","0000101289","CARTILAMINE 120'S FO","ZF03","ZCH","Antirheumatics, non-steroidal plain","NUVANTA SDN BHD c/o CAMBERT","LR","20270331","LR","20270331","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289VCAR01001002","NORM","099NVCAR0306","","","CARTILAMINE 120'S FOC 30'S(ON-PACK)","E","CARTILAMINE 120'S FOC 30'S(ON-PACK)","E","EA","MAL07031272X","CARTILAMINE 120'S FOC 30'S(ON-PACK)","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023072280","0000101260","CORDYCEPS EXTRACT","ZF03","ZCH","All other tonics","SWISS BIO PHARMA SDN","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101260VHBP01043001","NORM","51350","","","CORDYCEPS EXTRACTCAPS450MG60'S","E","CORDYCEPS EXTRACTCAPS450MG60'S","E","EA","MAL08091490TC","CORDYCEPS EXTRACT   CAPS  450MG  60'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056933","0000101293","COQ10 75MG + OMEGA 3","ZF03","ZCH","Anti-atheroma preps. of natural origin","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","KRL","","ZNC","2GD","","ZP01","Z7","20140619","2001","101293VKOR01002038","NORM","119KRLVIT1412","","","COQ10 75MG + OMEGA 3-6 90'S","E","COQ10 75MG + OMEGA 3-6 90'S","E","EA","MAL09082814XCR","COQ10 75MG + OMEGA 3-6 90'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023071346","0000101242","HADA LABO SHA MOIST","ZF03","ZCS","Emollients, protectives","ROHTO-MENTHOLATUM (M) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101242HALA01003011","NORM","29618","","","HADA LABO SHA MOISTCLEANSING OIL200ML","E","HADA LABO SHA MOISTCLEANSING OIL200ML","E","EA","NOT110403744K","HADA LABO SHA MOIST CLEANSING OIL 200ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023064525","0000101237","FISH OIL 120'S X 3","ZF03","ZCH","Anti-atheroma preps. of natural origin","BLACKMORES (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101237AVAOO1001001","NORM","23860","","","FISH OIL 120'S X 3","E","FISH OIL 120'S X 3","E","EA","MAL19990319XC","FISH OIL 120'S X 3","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","27767","","","","","","","","",""
"000000000023064561","0000101238","EUTHYROX","ZF03","ZPE","Thyroid preparations","MERCK SDN BHD","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101238000001SHOEUT","NORM","24050","","","EUTHYROXTABS25MCG4X25'S","E","EUTHYROXTABS25MCG4X25'S","E","EA","MAL20032259A","EUTHYROX            TABS  25MCG  4X25'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","3022001491","","","","","","","","",""
"000000000023048672","0000101261","AFINITOR","ZF03","ZPE","Other Immunosuppressants","NOVARTIS CORPORATION (M) SDN","LR","20140619","Z7","20140828","Y","10","10","2010","","","ZHP","2SD","","ZP05","","00000000","2001","10126100ONCO001001","NORM","052715788","","","AFINITORTAB10MG30'S","E","AFINITORTAB10MG30'S","E","EA","MAL20091943A","EVEROLIMUS","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","715788","","","","","","","","",""
